,title,pays,deadline,lien,remaining_times
428,Cicd-Jira Software Authorization Purchase,Taiwan,2023-10-05,https://www.globaltenders.com/tender-detail/cicd-jira-software-authorization-purchase-72246289,-4.0 days
429,Supply and delivery of mobile mappers,Tanzania,2023-11-09,https://www.globaltenders.com/tender-detail/supply-and-delivery-of-mobile-mappers-72723683,31.0 days
430,Sap Operational Support Service Procurement Tender,Turkey,2023-10-17,https://www.globaltenders.com/tender-detail/sap-operational-support-service-procurement-72795253,8.0 days
431,Backup Server Will Be Purchased,Turkey,2023-10-20,https://www.globaltenders.com/tender-detail/backup-server-will-be-purchased-72795241,11.0 days
432,Purchase Of Camera System Components Software Update (Sma) Package (3315 Pieces),Turkey,2023-10-09,https://www.globaltenders.com/tender-detail/purchase-of-camera-system-components-softwar-72720012,0.0 days
433,Purchasing 5 Disks For Ibm Fs 5035 Device,Turkey,2023-10-20,https://www.globaltenders.com/tender-detail/purchasing-5-disks-for-ibm-fs-5035-device-72715778,11.0 days
434,2 Items Required To Be Used In The Servers Located In Our Kgys Center,Turkey,2023-10-10,https://www.globaltenders.com/tender-detail/2-items-required-to-be-used-in-the-servers-l-72715777,1.0 days
435,Learning Management System Service Will Be Provided,Turkey,2023-10-13,https://www.globaltenders.com/tender-detail/learning-management-system-service-will-be-p-72678624,4.0 days
436,Microsoft Corporate License Renewal Service Will Be Provided,Turkey,2023-10-25,https://www.globaltenders.com/tender-detail/microsoft-corporate-license-renewal-service-72678556,16.0 days
437,Server And Server Software Will Be Purchased,Turkey,2023-10-26,https://www.globaltenders.com/tender-detail/server-and-server-software-will-be-purchased-72678549,17.0 days
438,Software And Support Services Will Be Provided,Turkey,2023-10-25,https://www.globaltenders.com/tender-detail/software-and-support-services-will-be-provid-72678546,16.0 days
439,Hospital Information Management System Will Be Purchased,Turkey,2023-10-18,https://www.globaltenders.com/tender-detail/hospital-information-management-system-will-72627792,9.0 days
440,"""Monitor Of Blood Pressure And Electrocardio Signals (Holter Ecg And Bp) Code Dk 021:2015: 33120000-7 Medical Information Registration Systems And Research Equipment Code Gmdn-2023: 35162 Ambulatory Recorder For Long-Term Electrocardiographic Monitoring""",Ukraine,2023-10-16,https://www.globaltenders.com/tender-detail/monitor-of-blood-pressure-and-electrocardio-72797789,7.0 days
441,"Code Dk 021:2015 - 72260000-5 - Services Related To Software (Services For The Delivery Of Update Packages (Components) Of The Software Complex ""Is-Pro"" (""Is-Pro"") By Means Of The Online Service (Registration Key Generation) )",Ukraine,2023-10-13,https://www.globaltenders.com/tender-detail/code-dk-0212015-72260000-5-services-rel-72792417,4.0 days
442,"""Provider Services"" (Code 72410000-7 According To Dk 021:2015) (Internet Access Services In Mukachevo)",Ukraine,2023-10-16,https://www.globaltenders.com/tender-detail/provider-services-code-72410000-7-accordi-72789387,7.0 days
443,"Code Dk 021:2015 - 72260000-5 - Services Related To Software (Services Of Delivery Of Update Packages (Components) Of The ""Is-Pro"" Software Complex (""Is-Pro"") By Means Of The Online Service (Registration Key Generation) )",Ukraine,2023-10-16,https://www.globaltenders.com/tender-detail/code-dk-0212015-72260000-5-services-rel-72789380,7.0 days
444,"Code Dk 021:2015 - 72260000-5 - Services Related To Software (Services Of Delivery Of Update Packages (Components) Of The ""Is-Pro"" Software Complex (""Is-Pro"") By Means Of The Online Service (Registration Key Generation) )",Ukraine,2023-10-16,https://www.globaltenders.com/tender-detail/code-dk-0212015-72260000-5-services-rel-72789295,7.0 days
445,Software Packages For Protection Subsystems Of City Service Network Infrastructure; 48730000-4 – Software Packages To Ensure Security According To Dk 021:2015 Of The Unified Purchasing Dictionary,Ukraine,2023-10-15,https://www.globaltenders.com/tender-detail/software-packages-for-protection-subsystems-72789275,6.0 days
446,"45450000-6-Other Final Building Robotics Capital Repair Of The Facades Of The Administrative Building Of The Vyshorod Rup Gunp In The Kyiv Region, At The Address: Street. Kurguzova, 3-A, M. Vyshgorod, Kyiv Region) In Accordance With The Instructions",Ukraine,2023-10-14,https://www.globaltenders.com/tender-detail/45450000-6-other-final-building-robotics-cap-72789230,5.0 days
447,"Code Dk 021:2015 - 72260000-5 - Services Related To Software (Services Of Delivery Of Update Packages (Components) Of The ""Is-Pro"" Software Complex (""Is-Pro"") By Means Of The Online Service (Registration Key Generation) )",Ukraine,2023-10-16,https://www.globaltenders.com/tender-detail/code-dk-0212015-72260000-5-services-rel-72789219,7.0 days
448,"Touch Information Terminal For Street Use (With Specialized Software And Custom Content Development. With Module For People With Disabilities (Wheelchairs) And People With Visual Impairments, Communication System For People With Hearing Impairment Delivery, Installation And Adjustment Of Equipment.)",Ukraine,2023-10-14,https://www.globaltenders.com/tender-detail/touch-information-terminal-for-street-use-w-72789209,5.0 days
449,"Code Dk 021:2015 - 72260000-5 - Services Related To Software (Services Of Delivery Of Update Packages (Components) Of The ""Is-Pro"" Software Complex (""Is-Pro"") By Means Of The Online Service (Registration Key Generation) )",Ukraine,2023-10-16,https://www.globaltenders.com/tender-detail/code-dk-0212015-72260000-5-services-rel-72789046,7.0 days
450,Renewal license and support for Application security project,United Arab Emirates,2023-10-16,https://www.globaltenders.com/tender-detail/renewal-license-and-support-for-application-72806686,7.0 days
451,Purchase Email Signature Software (Exclaimer),United Arab Emirates,2023-10-16,https://www.globaltenders.com/tender-detail/purchase-email-signature-software-exclaimer-72806673,7.0 days
452,Unified addressing and spatial guidance system in the Emirate of Abu Dhabi - Mainland (consultant).,United Arab Emirates,2023-10-11,https://www.globaltenders.com/tender-detail/unified-addressing-and-spatial-guidance-syst-72805969,2.0 days
453,Migrating Of Citect Scada To Wonderware,United Arab Emirates,2023-10-19,https://www.globaltenders.com/tender-detail/migrating-of-citect-scada-to-wonderware-72692475,10.0 days
454,Identity & Access Management v 2.0 study,United Arab Emirates,2023-10-08,https://www.globaltenders.com/tender-detail/identity-access-management-v-20-study-72682880,-1.0 days
455,Developing an application for Ajman museum tickets through smart kiosks - a direct order,United Arab Emirates,2023-10-09,https://www.globaltenders.com/tender-detail/developing-an-application-for-ajman-museum-t-72682871,0.0 days
456,"The Ministry Would Like To Solicit Quotations Regarding Replacing The Batteries Of Backup Power Devices For Server Rooms For The Ministry’S General Office In Abu Dhabi And Dubai. In Case Of Inquiries, Contact: Name: Mahmoud Al-Jabali, Phone: 043141620 Email: Maly@Economy.Ae Name: Muhammad Abdel Karim, Phone: 043141505 Email: : Mshrjabi@Economy.Ae",United Arab Emirates,2023-10-09,https://www.globaltenders.com/tender-detail/the-ministry-would-like-to-solicit-quotation-72647678,0.0 days
457,Smart Mini Projector With Android Tv - Gitex Requirements,United Arab Emirates,2023-10-09,https://www.globaltenders.com/tender-detail/smart-mini-projector-with-android-tv-gitex-72647673,0.0 days
458,PROVISION FOR CITRIX SOFTWARE LICENSES SUPPORT RENEWAL,United Arab Emirates,2023-10-17,https://www.globaltenders.com/tender-detail/provision-for-citrix-software-licenses-suppo-72647588,8.0 days
459,PROVISION FOR SOLARWINDS SOFTWARE MAINTENANCE RENEWAL,United Arab Emirates,2023-10-24,https://www.globaltenders.com/tender-detail/provision-for-solarwinds-software-maintenanc-72647586,15.0 days
460,Cov - Family Hub Ai Digital Solution,United Kingdom,2023-11-06,https://www.globaltenders.com/tender-detail/cov-family-hub-ai-digital-solution-72821301,28.0 days
461,Learning Management Software System,United Kingdom,2023-11-03,https://www.globaltenders.com/tender-detail/learning-management-software-system-72821288,25.0 days
462,Sport England Design And Technical Assurance Consultancy Services Framework,United Kingdom,2023-11-06,https://www.globaltenders.com/tender-detail/sport-england-design-and-technical-assurance-72821273,28.0 days
463,External Consultant To Provide Domestic Retrofit Advice For Hard-To-Reach Consumers,United Kingdom,2023-11-03,https://www.globaltenders.com/tender-detail/external-consultant-to-provide-domestic-retr-72821272,25.0 days
464,Generative Artificial Intelligence Hackathons Research Project,United Kingdom,,https://www.globaltenders.com/tender-detail/generative-artificial-intelligence-hackathon-72818735,nan days
465,Open Ehr Data Platform,United Kingdom,,https://www.globaltenders.com/tender-detail/open-ehr-data-platform-72818725,nan days
466,Firewalls For The University Of Southampton,United Kingdom,,https://www.globaltenders.com/tender-detail/firewalls-for-the-university-of-southampton-72818713,nan days
467,Fractional Chief Technology Officer,United Kingdom,,https://www.globaltenders.com/tender-detail/fractional-chief-technology-officer-72818711,nan days
468,Portal,United Kingdom,,https://www.globaltenders.com/tender-detail/portal-72818707,nan days
469,L7 Ai Apprenticeship - Cambridge Spark (Con_22704),United Kingdom,,https://www.globaltenders.com/tender-detail/l7-ai-apprenticeship-cambridge-spark-con_-72818703,nan days
470,Individual Consultancy Services For The Graphic Design Of Technical Guideline,United States,2023-10-20,https://www.globaltenders.com/tender-detail/individual-consultancy-services-for-the-grap-72808326,11.0 days
471,Artificial Intelligence Tools For Strategic Talent Management,United States,2023-10-27,https://www.globaltenders.com/tender-detail/artificial-intelligence-tools-for-strategic-72808286,18.0 days
472,Sadm Software Maintenance,United States,2023-10-17,https://www.globaltenders.com/tender-detail/sadm-software-maintenance-72804790,8.0 days
473,Data Center Support Services (Dcss),United States,2023-10-21,https://www.globaltenders.com/tender-detail/data-center-support-services-dcss-72804722,12.0 days
474,Group License Subscription For Bloomberg.Com,United States,2023-10-12,https://www.globaltenders.com/tender-detail/group-license-subscription-for-bloombergcom-72804719,3.0 days
475,Industry Day - Joint Integrated Engine Power And Thermal Management Systems (Jieptms),United States,2023-10-30,https://www.globaltenders.com/tender-detail/industry-day-joint-integrated-engine-power-72804704,21.0 days
476,Presidents Cup Cybersecurity Competition,United States,2023-10-20,https://www.globaltenders.com/tender-detail/presidents-cup-cybersecurity-competition-72804701,11.0 days
477,Türkiye: Ankara Water Digitization Feasibility Study,United States,2023-12-01,https://www.globaltenders.com/tender-detail/türkiye-ankara-water-digitization-feasibil-72804683,53.0 days
478,Full Content Inspection Managed Cyber Security Service Rfi,United States,2023-10-16,https://www.globaltenders.com/tender-detail/full-content-inspection-managed-cyber-securi-72804678,7.0 days
479,Webinar-How To Do Business With Fema. Tennessee Disaster Support Dr-4742-Tn In Collaboration With Tennessee Apex Accelerator,United States,2023-10-16,https://www.globaltenders.com/tender-detail/webinar-how-to-do-business-with-fema-tennes-72804609,7.0 days
